LifeNumber;LactationNumber;CalvingDate;DryOffDate;InseminationNumber;InseminationDate;PregnancyCheckDate;CheckResult;
;0;21-7-2014;;;;;;
;0;18-1-2015;;;;;;
;0;21-11-2014;;;;;;
;0;16-7-2014;;;;;;
;0;5-7-2014;;;;;;
;0;14-11-2015;;;;;;
;0;22-9-2014;;;;;;
;0;19-11-2016;;;;;;
;0;16-9-2016;;;;;;
;0;1-11-2017;;;;;;
;0;15-3-2017;;;;;;
;0;13-2-2016;;;;;;
;0;7-7-2017;;;;;;
;0;20-2-2016;;;;;;
;0;6-11-2016;;;;;;
;0;2-8-2016;;;;;;
;0;9-5-2014;;;;;;
;0;13-11-2015;;;;;;
;0;8-8-2016;;;;;;
;0;19-10-2016;;;;;;
;0;5-5-2017;;;;;;
;0;1-12-2015;;;;;;
;0;16-11-2016;;;;;;
;0;11-11-2015;;;;;;
;0;7-9-2017;;;;;;
;0;24-11-2016;;;;;;
;0;12-2-2014;;;;;;
;0;15-8-2016;;;;;;
;0;12-2-2016;;;;;;
;0;19-9-2015;;;;;;
;0;28-11-2014;;;;;;
;0;21-11-2015;;;;;;
;0;3-7-2015;;;;;;
;0;7-11-2015;;;;;;
;0;12-7-2016;;;;;;
;0;16-9-2016;;;;;;
;0;15-9-2017;;;;;;
;0;17-8-2016;;;;;;
;0;10-3-2014;;;;;;
;0;9-5-2014;;;;;;
;0;9-5-2015;;;;;;
;0;30-9-2017;;;;;;
;0;21-11-2016;;;;;;
;0;16-11-2016;;;;;;
;0;16-10-2016;;;;;;
;0;27-6-2016;;;;;;
;0;18-2-2016;;;;;;
;0;30-6-2016;;;;;;
;0;26-4-2016;;;;;;
;0;21-4-2014;;;;;;
;0;9-10-2015;;;;;;
;0;12-6-2017;;;;;;
;0;3-10-2016;;;;;;
;0;22-12-2016;;;;;;
;0;7-3-2017;;;;;;
;0;12-11-2015;;;;;;
;0;2-6-2016;;;;;;
;0;4-9-2015;;;;;;
;0;7-9-2016;;;;;;
;0;1-4-2014;;;;;;
;0;3-11-2015;;;;;;
;0;4-9-2014;;;;;;
;0;1-11-2017;;;;;;
;0;8-3-2015;;;;;;
;0;18-4-2014;;;;;;
;0;10-3-2017;;;;;;
;0;24-10-2015;;;;;;
;0;16-9-2016;;;;;;
;0;16-9-2016;;;;;;
;0;6-11-2017;;;;;;
;0;5-10-2015;;;;;;
;0;22-12-2016;;;;;;
;0;18-8-2015;;;;;;
;0;8-1-2016;;;;;;
;0;25-8-2017;;;;;;
;0;1-12-2016;;;;;;
;0;10-2-2016;;;;;;
;0;22-9-2014;;;;;;
;0;2-3-2014;;;;;;
;0;5-2-2017;;;;;;
;0;9-12-2015;;;;;;
;0;4-10-2016;;;;;;
;0;18-11-2016;;;;;;
;0;4-11-2016;;;;;;
;0;27-6-2017;;;;;;
;0;16-12-2015;;;;;;
;0;26-1-2017;;;;;;
;0;14-4-2014;;;;;;
;0;28-7-2014;;;;;;
;0;6-6-2016;;;;;;
;0;12-11-2015;;;;;;
;0;27-8-2014;;;;;;
;0;9-12-2016;;;;;;
;0;16-4-2015;;;;;;
;0;3-4-2016;;;;;;
;0;29-12-2016;;;;;;
;0;8-7-2015;;;;;;
;1;16-7-2015;;;;;;
;1;29-3-2015;;;;;;
;2;4-5-2015;;1;15-7-2015;;;
;3;1-1-2015;;1;27-8-2015;;;
DE 0121942775;0;28-3-2015;;1;2-9-2016;18-5-2017;Pregnant;
DE 0121942775;1;5-6-2017;;1;11-10-2017 14:00:00;;;
DE 0350001863;7;24-6-2014;12-2-2015 16:19:00;1;17-11-2014 16:00:00;;;
DE 0357300821;0;14-11-2014;;1;22-1-2016;22-10-2016;Pregnant;
DE 0357300821;0;14-11-2014;;2;3-2-2016;;;
DE 0357300821;1;30-10-2016;;1;18-4-2017 7:00:00;28-6-2017;Pregnant;
DE 0357300822;0;3-11-2014;;1;19-1-2016;;;
DE 0357300822;0;3-11-2014;;2;8-2-2016;22-10-2016;Pregnant;
DE 0357300822;1;26-10-2016;12-10-2017 16:23:00;1;6-1-2017 16:00:00;;;
DE 0357300822;1;26-10-2016;12-10-2017 16:23:00;2;16-2-2017 7:00:00;24-5-2017;Pregnant;
DE 0357300833;0;5-12-2014;;1;12-2-2016;22-10-2016;Pregnant;
DE 0357300833;0;5-12-2014;;2;18-2-2016;21-11-2016;Pregnant;
DE 0357300833;1;26-11-2016;12-10-2017 16:23:00;1;18-2-2017 8:00:00;24-5-2017;Pregnant;
DE 0538813994;0;10-5-2015;;1;13-8-2016;18-5-2017;Pregnant;
DE 0538813994;1;19-5-2017;;1;22-8-2017 15:00:00;;;
NL 368419021;11;14-5-2015;;1;13-10-2016 8:00:00;;;
NL 368419021;11;14-5-2015;;2;5-12-2016 15:00:00;;;
NL 368419076;11;6-12-2015;;1;1-9-2016 7:00:00;;;
NL 368419076;11;6-12-2015;;2;29-9-2016 7:00:00;;;
NL 368419261;9;25-5-2015;;;;;;
NL 383620244;8;1-4-2014;1-5-2015 15:21:00;1;11-9-2014 7:00:00;22-10-2014;Pregnant;
NL 383620244;9;19-6-2015;21-4-2016 15:16:00;1;1-9-2015 16:00:00;20-1-2016;Pregnant;
NL 383620244;10;11-6-2016;;1;18-8-2016 14:00:00;17-11-2016;Not Pregnant;
NL 383620244;10;11-6-2016;;2;25-11-2016 7:00:00;;;
NL 383620244;10;11-6-2016;;3;19-12-2016 9:00:00;;;
NL 383620244;10;11-6-2016;;4;31-1-2017 16:00:00;;;
NL 395021156;8;9-5-2014;24-4-2015 15:22:00;1;30-8-2014 17:00:00;26-11-2014;Pregnant;
NL 395021156;9;24-5-2015;;1;8-10-2015 16:00:00;20-1-2016;Pregnant;
NL 395021156;9;24-5-2015;;1;8-10-2015 16:00:00;17-5-2016;Abortion;
NL 395021156;9;24-5-2015;;1;8-10-2015 16:00:00;14-8-2016;Keep open;
NL 395021194;7;29-7-2014;12-8-2014 16:15:00;;;;;
NL 425023011;7;1-4-2014;15-5-2015 14:26:00;1;26-8-2014 13:00:00;;;
NL 425023011;7;1-4-2014;15-5-2015 14:26:00;2;17-9-2014 15:00:00;22-10-2014;Pregnant;
NL 425023011;8;3-7-2015;12-9-2016 14:01:00;1;30-9-2015 7:00:00;;;
NL 425023011;8;3-7-2015;12-9-2016 14:01:00;2;24-10-2015 7:00:00;;;
NL 425023011;8;3-7-2015;12-9-2016 14:01:00;3;7-12-2015 7:00:00;;;
NL 425023011;8;3-7-2015;12-9-2016 14:01:00;4;18-1-2016 16:00:00;11-8-2016;Pregnant;
NL 425023011;9;1-11-2016;;1;14-4-2017 16:00:00;;;
NL 425023105;8;17-6-2014;13-4-2015 16:44:00;1;30-8-2014 17:00:00;22-10-2014;Pregnant;
NL 425023105;9;4-6-2015;;1;30-9-2015 7:00:00;;;
NL 425023143;7;10-3-2014;;;;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;1;5-10-2015 16:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;2;25-10-2015 19:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;3;12-2-2016 15:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;4;3-3-2016 16:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;5;17-4-2016 16:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;6;7-5-2016 10:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;7;27-5-2016 16:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;8;17-6-2016 13:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;9;10-7-2016 14:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;10;20-8-2016 8:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;11;5-10-2016 9:00:00;;;
NL 425023244;7;12-8-2015;15-5-2017 14:04:00;12;24-10-2016 13:00:00;20-1-2017;Pregnant;
NL 425023244;8;15-8-2017;;;;;;
NL 430216462;7;5-6-2014;;;;;;
NL 432646313;7;20-3-2014;24-4-2015 15:22:00;1;22-8-2014 7:00:00;22-10-2014;Pregnant;
NL 432646313;7;20-3-2014;24-4-2015 15:22:00;1;22-8-2014 7:00:00;30-4-2015;Abortion;
NL 432646313;7;20-3-2014;24-4-2015 15:22:00;1;22-8-2014 7:00:00;2-5-2015;Keep open;
NL 440587866;7;7-10-2014;13-8-2015 16:54:00;1;23-12-2014 17:00:00;22-4-2015;Pregnant;
NL 440587866;8;2-10-2015;;;;;;
NL 442723741;5;23-1-2014;24-4-2015 15:22:00;1;31-8-2014 8:00:00;26-11-2014;Pregnant;
NL 442723741;6;17-6-2015;14-4-2016 15:21:00;1;28-8-2015 17:00:00;8-12-2015;Pregnant;
NL 442723741;7;7-6-2016;;;;;;
NL 442724016;7;1-7-2014;28-5-2015 14:59:00;1;1-10-2014 17:00:00;26-11-2014;Pregnant;
NL 442724016;8;22-7-2015;6-6-2016 8:58:00;1;1-2-2016 7:00:00;6-6-2016;Pregnant;
NL 442724179;7;19-8-2014;;;;;;
NL 442724270;6;24-6-2014;29-4-2015 16:12:00;1;17-11-2014 8:00:00;29-4-2015;Pregnant;
NL 442724270;6;24-6-2014;29-4-2015 16:12:00;2;2-1-2015;;;
NL 442724270;7;26-9-2015;25-11-2016 13:58:00;1;26-1-2016 16:00:00;;;
NL 442724270;7;26-9-2015;25-11-2016 13:58:00;2;4-4-2016 16:00:00;24-8-2016;Pregnant;
NL 442724333;6;20-1-2015;;1;16-4-2015 17:00:00;;;
NL 442724333;6;20-1-2015;;2;13-5-2015 17:00:00;;;
NL 442724333;6;20-1-2015;;3;22-7-2015 21:00:00;;;
NL 442724333;6;20-1-2015;;4;23-9-2015 16:00:00;;;
NL 442724333;6;20-1-2015;;5;8-12-2015 13:00:00;24-3-2016;Not Pregnant;
NL 442724333;6;20-1-2015;;5;8-12-2015 13:00:00;15-5-2016;Keep open;
NL 442724340;7;14-6-2014;9-4-2015 8:05:00;1;22-8-2014 7:00:00;22-10-2014;Pregnant;
NL 442724340;8;9-5-2015;27-11-2015 15:51:00;1;20-7-2015 20:00:00;9-11-2015;Pregnant;
NL 442724340;9;3-4-2016;2-3-2017 15:44:00;1;14-10-2016 16:00:00;15-12-2016;Pregnant;
NL 442724340;10;25-7-2017;;;;;;
NL 473124595;7;8-7-2015;22-6-2016 15:20:00;1;16-9-2015 17:00:00;;;
NL 473124595;7;8-7-2015;22-6-2016 15:20:00;2;8-10-2015 16:00:00;;;
NL 473124595;7;8-7-2015;22-6-2016 15:20:00;3;17-12-2015 7:00:00;10-5-2016;Pregnant;
NL 473124595;8;26-9-2016;9-11-2017 17:03:00;1;15-9-2017 8:00:00;;;
NL 473124595;8;26-9-2016;9-11-2017 17:03:00;2;5-10-2017 15:00:00;;;
NL 473124665;5;26-3-2014;;;;;;
NL 473124735;6;5-1-2015;27-11-2015 15:51:00;1;2-4-2015 7:00:00;13-5-2015;Pregnant;
NL 473124735;7;24-12-2015;;;;;;
NL 473124829;5;17-6-2014;;;;;;
NL 473124843;5;23-1-2014;;;;;;
NL 473124898;6;9-12-2014;9-10-2015 8:31:00;1;18-3-2015 17:00:00;13-5-2015;Pregnant;
NL 473124898;7;31-10-2015;;;;;;
NL 473124906;5;9-5-2014;6-6-2014 15:19:00;;;;;
NL 486326274;5;16-7-2014;21-9-2015 16:00:00;1;12-12-2014 7:00:00;;;
NL 486326274;5;16-7-2014;21-9-2015 16:00:00;2;5-1-2015 16:00:00;;;
NL 486326274;5;16-7-2014;21-9-2015 16:00:00;3;30-1-2015 17:00:00;22-8-2015;Pregnant;
NL 486326274;6;13-11-2015;10-11-2016 13:29:00;1;3-2-2016 17:00:00;;;
NL 486326274;6;13-11-2015;10-11-2016 13:29:00;2;1-4-2016 16:00:00;28-9-2016;Pregnant;
NL 486526177;5;10-7-2014;;;;;;
NL 486626042;6;29-10-2014;21-4-2016 15:16:00;1;8-1-2015 8:00:00;22-4-2015;Pregnant;
NL 486626042;6;29-10-2014;21-4-2016 15:16:00;1;8-1-2015 8:00:00;16-6-2015;Abortion;
NL 486626042;6;29-10-2014;21-4-2016 15:16:00;2;25-8-2015 7:00:00;8-12-2015;Pregnant;
NL 486626042;7;7-6-2016;2-3-2017 15:44:00;1;27-7-2016 19:00:00;28-9-2016;Pregnant;
NL 486626042;8;5-5-2017;;1;9-7-2017 14:00:00;;;
NL 486626042;8;5-5-2017;;2;31-7-2017 7:00:00;;;
NL 486626042;8;5-5-2017;;3;22-8-2017 8:00:00;;;
NL 486626042;8;5-5-2017;;4;6-10-2017 8:00:00;;;
NL 486626314;5;22-9-2014;25-8-2016 13:50:00;1;27-5-2015 15:00:00;;;
NL 486626314;5;22-9-2014;25-8-2016 13:50:00;2;26-6-2015 17:00:00;;;
NL 486626314;5;22-9-2014;25-8-2016 13:50:00;3;21-7-2015 17:00:00;;;
NL 486626314;5;22-9-2014;25-8-2016 13:50:00;4;14-8-2015 16:00:00;;;
NL 486626314;5;22-9-2014;25-8-2016 13:50:00;5;8-9-2015 14:00:00;;;
NL 486626314;5;22-9-2014;25-8-2016 13:50:00;6;14-12-2015 8:00:00;;;
NL 486626314;5;22-9-2014;25-8-2016 13:50:00;7;6-1-2016 16:00:00;15-6-2016;Pregnant;
NL 486626314;6;21-10-2016;;1;6-1-2017 16:00:00;;;
NL 486626314;6;21-10-2016;;2;30-1-2017 7:00:00;;;
NL 486626314;6;21-10-2016;;3;24-2-2017 16:00:00;;;
NL 486626314;6;21-10-2016;;4;7-4-2017 15:00:00;7-6-2017;Pregnant;
NL 486726126;6;10-10-2014;15-9-2015 15:16:00;1;21-1-2015 16:00:00;13-5-2015;Pregnant;
NL 486726126;7;27-10-2015;;;;;;
NL 486726342;5;24-7-2014;9-7-2015 14:17:00;1;3-11-2014 7:00:00;;;
NL 486726342;5;24-7-2014;9-7-2015 14:17:00;2;27-11-2014 9:00:00;12-3-2015;Pregnant;
NL 486726342;6;15-9-2015;;1;6-1-2016 7:00:00;;;
NL 486726342;6;15-9-2015;;2;4-2-2016 14:00:00;;;
NL 486726342;6;15-9-2015;;3;22-3-2016 16:00:00;;;
NL 486726342;6;15-9-2015;;4;18-4-2016 16:00:00;;;
NL 486726342;6;15-9-2015;;5;9-5-2016 14:00:00;;;
NL 486726342;6;15-9-2015;;6;1-7-2016 14:00:00;28-9-2016;Not Pregnant;
NL 486726342;6;15-9-2015;;7;7-10-2016 16:00:00;;;
NL 486726342;6;15-9-2015;;8;25-11-2016 7:00:00;;;
NL 486726366;5;16-1-2014;6-1-2015 16:08:00;1;8-4-2014 7:00:00;;;
NL 486726366;5;16-1-2014;6-1-2015 16:08:00;2;19-5-2014 16:00:00;6-8-2014;Pregnant;
NL 486726366;6;24-2-2015;7-1-2016 16:24:00;1;15-7-2015 14:00:00;9-11-2015;Pregnant;
NL 486726366;7;26-4-2016;12-1-2017 7:41:00;1;6-10-2016 8:00:00;15-12-2016;Pregnant;
NL 486726366;8;18-7-2017;;;;;;
NL 496227507;5;5-3-2015;;1;27-4-2015 15:00:00;13-5-2015;Not Pregnant;
NL 496227507;5;5-3-2015;;2;24-7-2015 14:00:00;;;
NL 496227507;5;5-3-2015;;3;17-8-2015 8:00:00;;;
NL 496227507;5;5-3-2015;;4;8-9-2015 14:00:00;;;
NL 496227507;5;5-3-2015;;5;30-9-2015 7:00:00;;;
NL 496227507;5;5-3-2015;;6;30-11-2015 16:00:00;;;
NL 496227507;5;5-3-2015;;7;26-1-2016 16:00:00;;;
NL 496227507;5;5-3-2015;;8;18-2-2016 14:00:00;;;
NL 496227507;5;5-3-2015;;9;10-3-2016 16:00:00;;;
NL 496227507;5;5-3-2015;;10;9-5-2016 14:00:00;;;
NL 496227507;5;5-3-2015;;11;29-9-2016 7:00:00;2-11-2016;Keep open;
NL 496627581;5;28-10-2014;;;;;;
NL 496627606;4;28-8-2014;;1;3-12-2014 16:00:00;;;
NL 496627606;4;28-8-2014;;2;17-12-2014 16:00:00;22-4-2015;Not Pregnant;
NL 496627606;4;28-8-2014;;3;26-6-2015 17:00:00;;;
NL 496627606;4;28-8-2014;;4;10-8-2015 16:00:00;8-12-2015;Not Pregnant;
NL 496827415;5;29-10-2014;27-11-2015 15:51:00;1;3-2-2015 17:00:00;;;
NL 496827415;5;29-10-2014;27-11-2015 15:51:00;2;11-4-2015 16:00:00;13-5-2015;Pregnant;
NL 496827530;4;23-9-2014;29-9-2015 15:09:00;1;30-1-2015 17:00:00;13-5-2015;Pregnant;
NL 496827530;5;10-11-2015;4-11-2016 14:22:00;1;21-2-2016 9:00:00;;;
NL 496827530;5;10-11-2015;4-11-2016 14:22:00;2;15-3-2016 17:00:00;23-8-2016;Pregnant;
NL 496827530;6;17-12-2016;;1;1-7-2017 16:00:00;;;
NL 496827530;6;17-12-2016;;2;14-8-2017 14:00:00;;;
NL 496827592;5;24-6-2014;15-9-2015 15:16:00;1;10-11-2014 17:00:00;;;
NL 496827592;5;24-6-2014;15-9-2015 15:16:00;2;23-1-2015 16:00:00;12-7-2015;Pregnant;
NL 496827592;6;10-11-2015;30-6-2016 14:14:00;1;31-1-2016 8:00:00;15-6-2016;Pregnant;
NL 496927289;4;20-3-2014;8-7-2015 13:56:00;1;24-5-2014 16:00:00;6-8-2014;Not Pregnant;
NL 496927289;4;20-3-2014;8-7-2015 13:56:00;2;2-12-2014 8:00:00;22-4-2015;Pregnant;
NL 497027092;5;6-3-2014;13-8-2015 16:54:00;1;17-6-2014 15:00:00;6-8-2014;Not Pregnant;
NL 497027092;5;6-3-2014;13-8-2015 16:54:00;2;31-10-2014 17:00:00;;;
NL 497027092;5;6-3-2014;13-8-2015 16:54:00;3;22-12-2014 17:00:00;12-5-2015;Pregnant;
NL 497027092;5;6-3-2014;13-8-2015 16:54:00;3;22-12-2014 17:00:00;12-10-2015;Not Pregnant;
NL 497027193;5;7-1-2014;13-1-2014 6:52:00;;;;;
NL 497127239;4;24-7-2014;27-11-2015 15:51:00;1;18-11-2014 16:00:00;;;
NL 497127239;4;24-7-2014;27-11-2015 15:51:00;2;5-1-2015 16:00:00;;;
NL 497127239;4;24-7-2014;27-11-2015 15:51:00;3;19-2-2015 17:00:00;;;
NL 497127239;4;24-7-2014;27-11-2015 15:51:00;4;21-3-2015 22:00:00;;;
NL 497127239;4;24-7-2014;27-11-2015 15:51:00;5;14-4-2015 16:00:00;13-5-2015;Not Pregnant;
NL 497127239;4;24-7-2014;27-11-2015 15:51:00;6;28-5-2015 15:00:00;;;
NL 497127239;4;24-7-2014;27-11-2015 15:51:00;7;15-7-2015 14:00:00;9-11-2015;Pregnant;
NL 497127239;4;24-7-2014;27-11-2015 15:51:00;7;15-7-2015 14:00:00;20-1-2016;Not Pregnant;
NL 497127309;5;2-12-2014;;;;;;
NL 497327086;5;1-7-2014;16-7-2015 16:32:00;1;28-10-2014 17:00:00;;;
NL 497327086;5;1-7-2014;16-7-2015 16:32:00;2;7-1-2015 17:00:00;22-4-2015;Pregnant;
NL 497327118;5;2-9-2014;9-10-2015 8:30:00;1;3-11-2014 7:00:00;4-3-2015;Pregnant?;
NL 497327118;5;2-9-2014;9-10-2015 8:30:00;2;30-3-2015 7:00:00;13-5-2015;Pregnant;
NL 497327118;6;8-1-2016;16-12-2016 14:02:00;1;6-3-2016 17:00:00;;;
NL 497327118;6;8-1-2016;16-12-2016 14:02:00;2;23-4-2016 17:00:00;24-8-2016;Pregnant;
NL 497327118;7;21-1-2017;;1;21-4-2017 14:00:00;;;
NL 497327118;7;21-1-2017;;2;17-5-2017 15:00:00;;;
NL 497327118;7;21-1-2017;;3;31-7-2017 7:00:00;;;
NL 497327118;7;21-1-2017;;4;10-11-2017 14:00:00;;;
NL 497427362;5;19-9-2014;16-7-2015 16:32:00;1;14-11-2014 17:00:00;;;
NL 497427362;5;19-9-2014;16-7-2015 16:32:00;2;26-12-2014 6:00:00;12-7-2015;Pregnant;
NL 497427362;6;22-9-2015;25-8-2016 13:50:00;1;6-1-2016 16:00:00;15-6-2016;Pregnant;
NL 497427362;7;11-10-2016;;;;;;
NL 497427379;4;6-5-2014;28-5-2015 14:59:00;1;29-10-2014 17:00:00;12-3-2015;Pregnant;
NL 497427379;5;6-8-2015;;1;2-12-2015 17:00:00;;;
NL 497427379;5;6-8-2015;;2;6-2-2016 17:00:00;;;
NL 497427379;5;6-8-2015;;3;7-5-2016 14:00:00;;;
NL 497427379;5;6-8-2015;;4;30-6-2016 16:00:00;28-9-2016;Not Pregnant;
NL 497427379;5;6-8-2015;;4;30-6-2016 16:00:00;4-10-2016;Keep open;
NL 497527028;5;1-5-2014;28-5-2015 14:59:00;1;3-11-2014 16:00:00;12-3-2015;Pregnant;
NL 497527028;6;11-8-2015;4-11-2016 14:22:00;1;29-11-2015 16:00:00;;;
NL 497527028;6;11-8-2015;4-11-2016 14:22:00;2;3-2-2016 16:00:00;;;
NL 497527028;6;11-8-2015;4-11-2016 14:22:00;3;26-2-2016 16:00:00;;;
NL 497527028;6;11-8-2015;4-11-2016 14:22:00;4;21-3-2016 15:00:00;23-8-2016;Pregnant;
NL 497527028;7;2-1-2017;;1;7-6-2017 8:00:00;29-6-2017;Keep open;
NL 497527129;5;26-5-2015;;;;;;
NL 497527136;5;14-4-2014;27-1-2015 16:21:00;1;7-7-2014 7:00:00;6-8-2014;Pregnant?;
NL 497527136;5;14-4-2014;27-1-2015 16:21:00;1;7-7-2014 7:00:00;11-9-2014;Pregnant;
NL 497527136;6;17-4-2015;21-4-2016 15:17:00;1;13-7-2015 14:00:00;;;
NL 497527136;6;17-4-2015;21-4-2016 15:17:00;2;29-8-2015 13:00:00;;;
NL 497527136;6;17-4-2015;21-4-2016 15:17:00;3;22-9-2015 8:00:00;20-1-2016;Pregnant;
NL 497527136;7;5-7-2016;4-4-2017 15:29:00;1;8-9-2016 7:00:00;;;
NL 497527136;7;5-7-2016;4-4-2017 15:29:00;2;30-9-2016 16:00:00;;;
NL 497527136;7;5-7-2016;4-4-2017 15:29:00;3;22-10-2016 8:00:00;20-1-2017;Pregnant;
NL 497527136;8;5-8-2017;;1;30-9-2017 9:00:00;;;
NL 497527338;4;7-1-2014;7-11-2014 14:04:00;1;17-3-2014 8:00:00;3-7-2014;Pregnant;
NL 497527338;5;25-12-2014;7-1-2016 16:24:00;1;21-5-2015 16:00:00;23-9-2015;Pregnant;
NL 497527338;6;29-2-2016;;;;;;
NL 497727039;6;24-6-2014;8-7-2015 13:56:00;1;30-9-2014 16:00:00;22-10-2014;Pregnant?;
NL 497727039;6;24-6-2014;8-7-2015 13:56:00;1;30-9-2014 16:00:00;26-11-2014;Not Pregnant;
NL 497727039;6;24-6-2014;8-7-2015 13:56:00;2;22-12-2014 17:00:00;13-5-2015;Pregnant;
NL 497727039;7;3-10-2015;21-12-2016 15:20:00;1;26-12-2015 7:00:00;;;
NL 497727039;7;3-10-2015;21-12-2016 15:20:00;2;19-1-2016 8:00:00;27-4-2016;Abortion;
NL 497727039;7;3-10-2015;21-12-2016 15:20:00;3;31-5-2016 7:00:00;;;
NL 497727039;7;3-10-2015;21-12-2016 15:20:00;4;23-6-2016 8:00:00;24-8-2016;Pregnant;
NL 497727039;8;10-4-2017;;1;14-7-2017 16:00:00;;;
NL 497727039;8;10-4-2017;;2;15-8-2017 16:00:00;;;
NL 497727039;8;10-4-2017;;3;8-9-2017 16:00:00;;;
NL 522128071;4;31-3-2014;23-2-2015 16:05:00;1;28-5-2014 17:00:00;;;
NL 522128071;4;31-3-2014;23-2-2015 16:05:00;2;7-7-2014 7:00:00;;;
NL 522128071;4;31-3-2014;23-2-2015 16:05:00;3;21-8-2014 8:00:00;22-10-2014;Pregnant;
NL 522128071;5;2-6-2015;;;;;;
NL 522228085;4;15-4-2015;19-9-2016 13:57:00;1;3-8-2015 16:00:00;;;
NL 522228085;4;15-4-2015;19-9-2016 13:57:00;2;13-9-2015 14:00:00;20-1-2016;Not Pregnant;
NL 522228085;4;15-4-2015;19-9-2016 13:57:00;3;1-2-2016 7:00:00;15-6-2016;Pregnant;
NL 522228085;5;15-11-2016;;;;;;
NL 522428128;4;2-7-2015;29-8-2016 15:21:00;1;28-9-2015 15:00:00;;;
NL 522428128;4;2-7-2015;29-8-2016 15:21:00;2;13-1-2016 17:00:00;;;
NL 522428128;4;2-7-2015;29-8-2016 15:21:00;3;4-2-2016 8:00:00;;;
NL 522428128;4;2-7-2015;29-8-2016 15:21:00;4;26-2-2016 7:00:00;15-6-2016;Pregnant;
NL 522428128;5;9-12-2016;26-12-2016 8:15:00;;;;;
NL 522628045;5;11-12-2014;4-2-2016 16:02:00;1;27-5-2015 15:00:00;;;
NL 522628045;5;11-12-2014;4-2-2016 16:02:00;2;16-6-2015 7:00:00;9-11-2015;Pregnant;
NL 522628045;6;28-3-2016;10-6-2016 13:20:00;;;;;
NL 522927694;4;6-3-2014;;1;8-5-2014 14:00:00;11-9-2014;Pregnant;
NL 523027793;5;1-7-2014;24-8-2015 15:00:00;1;17-11-2014 16:00:00;;;
NL 523027793;5;1-7-2014;24-8-2015 15:00:00;2;13-12-2014 6:00:00;;;
NL 523027793;5;1-7-2014;24-8-2015 15:00:00;3;5-1-2015 16:00:00;;;
NL 523027793;5;1-7-2014;24-8-2015 15:00:00;4;30-1-2015 17:00:00;;;
NL 523027793;5;1-7-2014;24-8-2015 15:00:00;5;24-2-2015 7:00:00;13-5-2015;Pregnant;
NL 523027793;6;30-11-2015;21-12-2016 15:20:00;1;15-3-2016 17:00:00;;;
NL 523027793;6;30-11-2015;21-12-2016 15:20:00;2;25-5-2016 15:00:00;24-8-2016;Pregnant;
NL 523027793;7;28-2-2017;;1;29-4-2017 15:00:00;;;
NL 523027793;7;28-2-2017;;2;19-6-2017 7:00:00;;;
NL 523027793;7;28-2-2017;;3;13-7-2017 7:00:00;7-9-2017;Pregnant;
NL 523127808;5;13-1-2015;;1;31-3-2015 15:00:00;13-5-2015;Pregnant;
NL 523127808;5;13-1-2015;;1;31-3-2015 15:00:00;16-11-2015;Abortion;
NL 523127808;6;19-11-2015 12:01:00;11-7-2016 16:49:00;2;21-12-2015 7:00:00;15-6-2016;Pregnant;
NL 523127808;7;7-9-2016;;1;10-8-2017 13:00:00;;;
NL 523127808;7;7-9-2016;;2;1-10-2017 15:00:00;;;
NL 523127808;7;7-9-2016;;3;13-11-2017 15:00:00;;;
NL 523227711;5;30-10-2014;21-4-2016 15:17:00;1;17-1-2015 8:00:00;;;
NL 523227711;5;30-10-2014;21-4-2016 15:17:00;2;2-3-2015 8:00:00;;;
NL 523227711;5;30-10-2014;21-4-2016 15:17:00;3;22-4-2015 16:00:00;;;
NL 523227711;5;30-10-2014;21-4-2016 15:17:00;4;12-5-2015 17:00:00;;;
NL 523227711;5;30-10-2014;21-4-2016 15:17:00;5;19-6-2015 17:00:00;;;
NL 523227711;5;30-10-2014;21-4-2016 15:17:00;6;7-7-2015 8:00:00;;;
NL 523227711;5;30-10-2014;21-4-2016 15:17:00;7;27-7-2015 16:00:00;;;
NL 523227711;5;30-10-2014;21-4-2016 15:17:00;8;24-10-2015 15:00:00;24-2-2016;Pregnant;
NL 523227711;6;1-8-2016;28-9-2017 15:12:00;1;11-11-2016 16:00:00;;;
NL 523227711;6;1-8-2016;28-9-2017 15:12:00;2;5-12-2016 15:00:00;;;
NL 523227711;6;1-8-2016;28-9-2017 15:12:00;3;18-1-2017 7:00:00;;;
NL 523227711;6;1-8-2016;28-9-2017 15:12:00;4;6-3-2017 14:00:00;7-6-2017;Pregnant;
NL 523227773;4;6-5-2014;28-5-2015 14:59:00;1;6-8-2014 16:00:00;11-9-2014;Not Pregnant;
