LifeNumber;LactationNumber;CalvingDate;DryOffDate;InseminationNumber;InseminationDate;PregnancyCheckDate;CheckResult;
NL 893832373;3;19-2-2015;16-11-2016 16:27:00;5;19-5-2016 7:00:00;31-10-2016;Abortion;
NL 893832397;3;14-11-2014;29-9-2015 15:10:00;1;17-1-2015 8:00:00;;;
NL 893832397;3;14-11-2014;29-9-2015 15:10:00;2;6-2-2015 17:00:00;13-5-2015;Pregnant;
NL 893832397;4;9-11-2015;;;;;;
NL 893832405;2;18-3-2014;19-5-2015 15:07:00;1;1-6-2014 6:00:00;;;
NL 893832405;2;18-3-2014;19-5-2015 15:07:00;2;23-6-2014 8:00:00;11-9-2014;Not Pregnant;
NL 893832405;2;18-3-2014;19-5-2015 15:07:00;3;24-9-2014 7:00:00;26-11-2014;Pregnant;
NL 893832405;3;6-7-2015;6-5-2016 14:55:00;1;16-9-2015 17:00:00;20-1-2016;Pregnant;
NL 893832405;4;4-7-2016;;1;26-11-2016 14:00:00;;;
NL 893832405;4;4-7-2016;;2;24-1-2017 16:00:00;;;
NL 893832405;4;4-7-2016;;3;11-2-2017 17:00:00;;;
NL 918569875;0;8-6-2015;;1;3-9-2016;18-5-2017;Pregnant;
NL 918569875;1;9-6-2017;;1;1-8-2017 8:00:00;;;
NL 918569875;1;9-6-2017;;2;12-9-2017 8:00:00;;;
NL 918569875;1;9-6-2017;;3;1-10-2017 15:00:00;;;
NL 921679310;0;4-8-2014;;1;29-2-2016;7-12-2016;Pregnant;
NL 921679310;1;15-12-2016;9-11-2017 17:03:00;1;15-3-2017 7:00:00;7-6-2017;Pregnant;
NL 921694212;0;5-12-2014;;1;12-2-2016;22-10-2016;Pregnant;
NL 921694212;1;15-11-2016;;;;;;
NL 921694236;0;30-11-2014;;1;13-2-2016;;;
NL 921694236;0;30-11-2014;;2;22-3-2016;3-12-2016;Pregnant;
NL 921694236;1;31-12-2016;;1;22-4-2017 8:00:00;;;
NL 921694320;0;8-11-2014;;1;30-1-2016;22-10-2016;Pregnant;
NL 921694320;1;8-11-2016;24-8-2017 7:35:00;1;14-1-2017 8:00:00;;;
NL 921694320;1;8-11-2016;24-8-2017 7:35:00;2;3-2-2017 7:00:00;5-4-2017;Not Pregnant;
NL 921694320;1;8-11-2016;24-8-2017 7:35:00;3;21-4-2017 14:00:00;28-6-2017;Pregnant;
NL 921694337;0;3-11-2014;;1;23-2-2016;;;
NL 921694337;0;3-11-2014;;2;14-3-2016;;;
NL 921694337;0;3-11-2014;;3;2-4-2016;3-12-2016;Pregnant;
NL 921694337;1;8-1-2017;;1;16-3-2017 15:00:00;;;
NL 921694337;1;8-1-2017;;2;18-5-2017 14:00:00;;;
NL 921694337;1;8-1-2017;;3;9-6-2017 7:00:00;;;
NL 921694337;1;8-1-2017;;4;8-8-2017 7:00:00;;;
NL 921852283;0;17-8-2014;;1;1-3-2016;7-12-2016;Pregnant;
NL 921852283;1;12-12-2016;;;;;;
NL 921852315;0;23-8-2014;;1;29-2-2016;7-12-2016;Pregnant;
NL 921852315;1;28-12-2016;12-10-2017 16:23:00;1;19-2-2017 17:00:00;24-5-2017;Pregnant;
NL 926389351;0;4-3-2015;;1;22-8-2016;;;
NL 926389351;0;4-3-2015;;2;3-12-2016;;;
NL 926389351;0;4-3-2015;;3;24-12-2016;13-9-2017;Pregnant;
NL 926389351;1;30-9-2017;;;;;;
NL 928441002;0;22-12-2014;;1;30-3-2016 13:00:00;24-6-2016;Not Pregnant;
NL 928441002;0;22-12-2014;;2;1-7-2016 8:00:00;24-8-2016;Pregnant;
NL 928441002;1;24-12-2016;;1;9-3-2017 8:00:00;;;
NL 928441002;1;24-12-2016;;2;15-5-2017 16:00:00;16-8-2017;Pregnant;
NL 928441019;0;31-12-2014;;;;;;
NL 928441026;0;1-1-2015;;1;25-4-2016 15:00:00;24-6-2016;Pregnant;
NL 928441026;0;1-1-2015;;2;1-7-2016 8:00:00;24-8-2016;Pregnant;
NL 928441026;1;7-3-2017;;1;13-5-2017 8:00:00;;;
NL 928441026;1;7-3-2017;;2;11-6-2017 6:00:00;;;
NL 928441026;1;7-3-2017;;3;3-7-2017 13:00:00;;;
NL 928441026;1;7-3-2017;;4;7-8-2017 13:00:00;;;
NL 928441033;0;12-1-2015;;1;25-4-2016 15:00:00;24-6-2016;Not Pregnant;
NL 928441033;0;12-1-2015;;2;1-7-2016 8:00:00;24-8-2016;Pregnant;
NL 928441033;1;10-3-2017;;1;20-5-2017 15:00:00;;;
NL 928441033;1;10-3-2017;;2;10-6-2017 8:00:00;16-8-2017;Pregnant;
NL 928441040;0;20-1-2015;;1;25-4-2016 15:00:00;24-6-2016;Not Pregnant;
NL 928441040;0;20-1-2015;;2;1-7-2016 8:00:00;;;
NL 928441057;0;27-1-2015;;1;25-4-2016 15:00:00;24-6-2016;Not Pregnant;
NL 928441057;0;27-1-2015;;2;1-7-2016 8:00:00;24-8-2016;Pregnant;
NL 928441057;1;5-2-2017;;1;20-5-2017 15:00:00;16-8-2017;Pregnant;
NL 928441064;0;30-1-2015;;;;;;
NL 928441071;0;16-2-2015;;1;23-5-2016 13:00:00;24-6-2016;Not Pregnant;
NL 928441071;0;16-2-2015;;2;1-7-2016 8:00:00;24-8-2016;Pregnant;
NL 928441071;1;15-3-2017;;1;3-6-2017 18:00:00;;;
NL 928441071;1;15-3-2017;;2;5-9-2017 7:00:00;;;
NL 928441071;1;15-3-2017;;3;1-10-2017 15:00:00;;;
NL 928441088;0;19-2-2015;;1;23-5-2016 13:00:00;24-6-2016;Not Pregnant;
NL 928441088;0;19-2-2015;;2;1-7-2016 8:00:00;24-8-2016;Pregnant;
NL 928441088;1;14-3-2017;;1;25-6-2017 15:00:00;;;
NL 928441088;1;14-3-2017;;2;9-8-2017 8:00:00;;;
NL 928441088;1;14-3-2017;;3;30-8-2017 16:00:00;;;
NL 928441095;0;5-3-2015;;1;23-5-2016 13:00:00;24-6-2016;Not Pregnant;
NL 928441095;0;5-3-2015;;2;1-7-2016 8:00:00;24-8-2016;Pregnant;
NL 928441095;1;21-3-2017;;1;27-9-2017 15:00:00;;;
NL 928441103;0;12-3-2015;;1;23-5-2016 13:00:00;24-6-2016;Not Pregnant;
NL 928441103;0;12-3-2015;;2;1-7-2016 8:00:00;24-8-2016;Not Pregnant;
NL 928441103;0;12-3-2015;;3;2-9-2016 14:00:00;8-3-2017;Pregnant;
NL 928441103;1;11-5-2017;;1;27-7-2017 6:00:00;;;
NL 928441103;1;11-5-2017;;2;13-11-2017 15:00:00;;;
NL 928441110;0;13-3-2015;;1;23-5-2016 13:00:00;24-6-2016;Pregnant;
NL 928441110;0;13-3-2015;;2;1-7-2016 8:00:00;24-8-2016;Pregnant;
NL 928441110;1;3-3-2017;;1;23-6-2017 15:00:00;7-9-2017;Pregnant;
NL 928441127;0;17-3-2015;;1;16-6-2016 15:00:00;24-8-2016;Pregnant;
NL 928441127;1;17-6-2017;;1;15-10-2017 14:00:00;;;
NL 928441134;0;17-3-2015;;1;16-6-2016 15:00:00;24-6-2016;Not Pregnant;
NL 928441134;0;17-3-2015;;2;1-7-2016 8:00:00;8-3-2017;Pregnant;
NL 928441134;1;26-3-2017;;1;8-8-2017 8:00:00;;;
NL 928441134;1;26-3-2017;;2;20-9-2017 16:00:00;;;
NL 928441141;0;18-3-2015;;1;16-6-2016 15:00:00;24-6-2016;Not Pregnant;
NL 928441141;0;18-3-2015;;2;1-7-2016 8:00:00;8-3-2017;Pregnant;
NL 928441141;1;6-4-2017;;1;25-7-2017 15:00:00;7-9-2017;Pregnant;
NL 928441158;0;6-4-2015;;1;15-7-2016 13:00:00;8-3-2017;Pregnant;
NL 928441158;1;6-4-2017;;1;25-6-2017 6:00:00;;;
NL 928441158;1;6-4-2017;;2;6-8-2017 13:00:00;;;
NL 928441158;1;6-4-2017;;3;18-9-2017 17:00:00;;;
NL 928441158;1;6-4-2017;;4;31-10-2017 16:00:00;;;
NL 928441165;0;7-4-2015;;1;16-6-2016 15:00:00;24-6-2016;Not Pregnant;
NL 928441165;0;7-4-2015;;2;1-7-2016 8:00:00;8-3-2017;Pregnant;
NL 928441165;1;1-4-2017;;1;12-9-2017 8:00:00;;;
NL 928441172;0;10-4-2015;;1;16-6-2016 15:00:00;24-6-2016;Not Pregnant;
NL 928441172;0;10-4-2015;;2;1-7-2016 8:00:00;8-3-2017;Pregnant;
NL 928441172;1;29-3-2017;;1;3-6-2017 18:00:00;;;
NL 928441172;1;29-3-2017;;2;24-6-2017 8:00:00;;;
NL 928441172;1;29-3-2017;;3;25-10-2017 15:00:00;;;
NL 928441172;1;29-3-2017;;4;25-10-2017 15:00:00;;;
NL 928441189;0;13-4-2015;;1;15-7-2016 13:00:00;8-3-2017;Pregnant;
NL 928441189;1;6-5-2017;;1;15-8-2017 16:00:00;;;
NL 928441189;1;6-5-2017;;2;6-9-2017 14:00:00;;;
NL 928441196;0;17-4-2015;;1;15-7-2016 13:00:00;8-3-2017;Pregnant;
NL 928441196;1;11-5-2017;;1;17-7-2017 7:00:00;;;
NL 928441196;1;11-5-2017;;2;9-8-2017 8:00:00;;;
NL 928441196;1;11-5-2017;;3;1-9-2017 16:00:00;;;
NL 928441204;0;17-4-2015;;1;15-7-2016 13:00:00;8-3-2017;Pregnant;
NL 928441204;1;9-5-2017;;1;28-7-2017 15:00:00;;;
NL 928441204;1;9-5-2017;;2;7-10-2017 15:00:00;;;
NL 928441211;0;11-5-2015;;;;;;
NL 928441228;0;5-6-2015;;1;2-9-2016 14:00:00;8-3-2017;Pregnant;
NL 928441228;1;14-10-2017;;1;10-11-2017 14:00:00;;;
NL 928441235;0;5-6-2015;;;;;;
NL 928441242;0;17-6-2015;;1;2-9-2016 14:00:00;8-3-2017;Pregnant;
NL 928441242;1;10-6-2017;;1;8-9-2017 16:00:00;;;
NL 928441259;0;17-6-2015;;1;2-9-2016 14:00:00;8-3-2017;Pregnant;
NL 928441259;1;26-7-2017;;;;;;
NL 928441266;0;25-6-2015;;1;4-10-2016 17:00:00;28-6-2017;Pregnant;
NL 928441266;1;4-8-2017;;1;14-10-2017 17:00:00;;;
NL 928441273;0;26-6-2015;;;;;;
NL 928441280;0;3-7-2015;;1;4-10-2016 17:00:00;29-5-2017;Pregnant;
NL 928441280;1;18-7-2017;;1;8-9-2017 16:00:00;;;
NL 928441297;0;26-7-2015;;1;4-10-2016 17:00:00;8-3-2017;Pregnant;
NL 928441297;1;26-7-2017;;;;;;
NL 928441305;0;7-8-2015;;;;;;
NL 928441312;0;7-8-2015;;1;9-12-2016 15:00:00;;;
NL 928441312;0;7-8-2015;;2;17-12-2016 14:00:00;8-3-2017;Pregnant;
NL 928441312;1;10-10-2017;;;;;;
NL 928441329;0;15-8-2015;;1;9-12-2016 15:00:00;8-3-2017;Pregnant;
NL 928441329;1;30-9-2017;;;;;;
NL 928441336;0;15-8-2015;;1;9-12-2016 15:00:00;28-6-2017;Pregnant;
NL 928441343;0;16-8-2015;;1;9-12-2016 15:00:00;28-6-2017;Pregnant;
NL 928441343;1;2-10-2017;;;;;;
NL 928441350;0;18-8-2015;;1;9-12-2016 15:00:00;8-3-2017;Pregnant;
NL 928441350;1;26-9-2017;;;;;;
NL 928441367;0;2-9-2015;;1;9-12-2016 15:00:00;28-6-2017;Pregnant;
NL 928441374;0;26-9-2015;;1;9-12-2016 15:00:00;8-3-2017;Pregnant;
NL 928441374;1;19-9-2017;;;;;;
NL 928441381;0;1-10-2015;;1;13-1-2017 17:00:00;28-6-2017;Pregnant;
NL 928441398;0;9-10-2015;;1;13-1-2017 17:00:00;28-6-2017;Pregnant;
NL 928441398;1;24-10-2017;;;;;;
NL 928441406;0;14-10-2015;;1;23-2-2017 15:00:00;;;
NL 928441413;0;22-10-2015;;1;13-1-2017 17:00:00;28-6-2017;Pregnant;
NL 928441413;1;8-11-2017;;;;;;
NL 928441420;0;30-10-2015;;1;13-1-2017 17:00:00;28-6-2017;Pregnant;
NL 928441437;0;3-11-2015;;1;23-2-2017 15:00:00;28-6-2017;Pregnant;
NL 928441451;0;23-7-2015;;;;;;
NL 928441468;0;1-8-2015;;;;;;
NL 928441521;0;10-8-2015;;;;;;
NL 928441545;0;15-8-2015;;;;;;
NL 928441677;0;25-11-2014;;;;;;
NL 928441716;0;2-12-2014;;;;;;
NL 928441824;0;31-12-2014;;;;;;
NL 928441855;0;5-1-2015;;;;;;
NL 928441886;0;6-1-2015;;;;;;
NL 928441893;0;8-1-2015;;;;;;
NL 928441901;0;13-1-2015;;;;;;
NL 928441925;0;20-1-2015;;;;;;
NL 928441949;0;29-1-2015;;;;;;
NL 928442081;0;31-3-2015;;;;;;
NL 928442098;0;1-4-2015;;;;;;
NL 928442120;0;28-4-2015;;;;;;
NL 928442168;0;19-5-2015;;;;;;
NL 928442214;0;26-5-2015;;;;;;
NL 928442221;0;26-5-2015;;;;;;
NL 928442245;0;4-6-2015;;;;;;
NL 928442308;0;16-6-2015;;;;;;
NL 928442315;0;16-6-2015;;;;;;
NL 928442353;0;19-6-2015;;;;;;
NL 928442360;0;18-6-2015;;;;;;
NL 928442384;0;29-6-2015;;;;;;
NL 928442430;0;2-7-2015;;;;;;
NL 928442447;0;2-7-2015;;;;;;
NL 928442454;0;6-7-2015;;;;;;
NL 928442478;0;8-7-2015;;;;;;
NL 928442485;0;9-7-2015;;;;;;
NL 931190078;0;18-9-2015;;1;30-12-2016;13-9-2017;Pregnant;
NL 931190078;0;18-9-2015;;2;30-1-2017;;;
NL 931190078;1;31-10-2017;;;;;;
NL 931190232;0;22-8-2015;;1;24-12-2016;13-9-2017;Pregnant;
NL 931190232;1;23-9-2017;;;;;;
NL 932110729;0;26-9-2016;;;;;;
NL 933268391;1;16-9-2016;17-8-2017 13:26:00;1;24-10-2016 13:00:00;;;
NL 933268391;1;16-9-2016;17-8-2017 13:26:00;2;30-12-2016 16:00:00;8-3-2017;Pregnant;
NL 933268391;2;10-10-2017;;;;;;
NL 937403523;0;21-2-2016;;1;7-7-2017 16:00:00;;;
NL 937403530;0;23-2-2016;;;;;;
NL 937403547;0;28-2-2016;;1;7-7-2017 16:00:00;;;
NL 937499825;0;5-10-2016;;;;;;
NL 937499849;0;5-10-2016;;;;;;
